	community	roi	community_id	roi_origindex	roi_index(on17networkmask)
78	SalVentAttn	FrOper_5	3	78	78
79	Default	PFC_10	6	134	79
80	Limbic	OFC_1	4	86	80
81	Limbic	OFC_2	4	87	81
82	Limbic	OFC_3	4	88	82
83	Default	PFC_4	6	128	83
84	Limbic	TempPole_1	4	89	84
85	Limbic	TempPole_2	4	90	85
86	Limbic	TempPole_3	4	91	86
87	Limbic	TempPole_4	4	92	87
88	Limbic	TempPole_7	4	95	88
89	Cont	Temp_1	5	100	89
90	Cont	Par_2	5	97	90
91	Cont	Par_4	5	99	91
92	DorsAttn	Post_7	2	60	92
93	DorsAttn	Post_9	2	62	93
94	DorsAttn	FEF_1	2	66	94
95	Cont	PFCl_4	5	104	95
96	SalVentAttn	FrOper_7	3	80	96
97	Cont	PFCl_5	5	105	97
98	Cont	PFCl_7	5	107	98
99	DorsAttn	PrCv_1	2	69	99
100	Cont	Cing_2	5	111	100
101	Default	Temp_2	6	114	101
102	Cont	Par_1	5	96	102
103	Cont	Par_3	5	98	103
104	Cont	PFCl_2	5	102	104
105	Cont	PFCl_3	5	103	105
106	Cont	PFCmp_1	5	112	106
107	Default	PCC_5	6	147	107
108	Cont	pCun_1	5	108	108
109	Cont	pCun_2	5	109	109
110	Cont	Cing_1	5	110	110
111	Default	Temp_12	6	124	111
112	Default	PFC_13	6	137	112
113	Default	PFC_16	6	140	113
114	Default	PCC_2	6	144	114
115	Default	PCC_4	6	146	115
116	Default	PCC_6	6	148	116
117	Default	PCC_7	6	149	117
118	Default	PCC_8	6	150	118
119	Default	PFC_2	6	126	119
120	Default	PFC_5	6	129	120
121	Default	PFC_7	6	131	121
122	Limbic	TempPole_5	4	93	122
123	Default	Temp_1	6	113	123
124	Default	Temp_5	6	117	124
125	Default	Temp_6	6	118	125
126	Default	Temp_9	6	121	126
127	Default	Temp_11	6	123	127
128	Default	PFC_9	6	133	128
129	Default	PFC_11	6	135	129
130	Default	PFC_12	6	136	130
131	Default	PFC_17	6	141	131
132	Default	PFC_18	6	142	132
133	Default	PFC_14	6	138	133
134	Default	PFC_15	6	139	134
135	Default	PFC_1	6	125	135
136	Cont	PFCl_1	5	101	136
137	Default	PFC_3	6	127	137
138	Default	PFC_6	6	130	138
139	Default	PFC_8	6	132	139
140	Default	Temp_10	6	122	140
141	Default	PCC_1	6	143	141
142	Default	PCC_3	6	145	142
143	Limbic	TempPole_6	4	94	143
144	Vis	2	0	2	144
145	Vis	7	0	7	145
146	Default	Temp_3	6	115	146
147	Default	Temp_4	6	116	147
148	Default	Temp_7	6	119	148
149	Default	Temp_8	6	120	149
150	SalVentAttn	TempOcc_1	3	73	150
151	Vis	1	0	151	151
152	Vis	3	0	153	152
153	Vis	4	0	154	153
154	Vis	6	0	156	154
155	Vis	9	0	159	155
156	Vis	10	0	160	156
157	Vis	13	0	163	157
158	Vis	14	0	164	158
159	Vis	17	0	167	159
160	Vis	18	0	168	160
161	Vis	21	0	171	161
162	Vis	5	0	155	162
163	Vis	7	0	157	163
164	Vis	8	0	158	164
165	Vis	11	0	161	165
166	Vis	15	0	165	166
167	Vis	16	0	166	167
168	Vis	19	0	169	168
169	Vis	20	0	170	169
170	Vis	23	0	173	170
171	SomMot	13	1	186	171
172	SomMot	14	1	187	172
173	SomMot	15	1	188	173
174	SomMot	16	1	189	174
175	SomMot	17	1	190	175
176	SomMot	19	1	192	176
177	SomMot	20	1	193	177
178	SomMot	21	1	194	178
179	SomMot	22	1	195	179
180	SomMot	23	1	196	180
181	SomMot	24	1	197	181
182	SomMot	25	1	198	182
183	SomMot	26	1	199	183
184	SomMot	27	1	200	184
185	SomMot	28	1	201	185
186	SomMot	1	1	174	186
187	SomMot	3	1	176	187
188	SomMot	4	1	177	188
189	SomMot	5	1	178	189
190	SomMot	7	1	180	190
191	SomMot	8	1	181	191
192	SomMot	9	1	182	192
193	SomMot	10	1	183	193
194	SomMot	12	1	185	194
195	DorsAttn	Post_1	2	202	195
196	Vis	12	0	162	196
197	DorsAttn	Post_3	2	204	197
198	Vis	22	0	172	198
199	DorsAttn	Post_7	2	208	199
200	DorsAttn	Post_10	2	211	200
201	DorsAttn	Post_11	2	212	201
202	DorsAttn	Post_12	2	213	202
203	SomMot	11	1	184	203
204	DorsAttn	Post_6	2	207	204
205	DorsAttn	Post_9	2	210	205
206	SomMot	18	1	191	206
207	DorsAttn	Post_13	2	214	207
208	DorsAttn	Post_14	2	215	208
209	DorsAttn	FEF_1	2	216	209
210	DorsAttn	FEF_3	2	218	210
211	SalVentAttn	TempOccPar_2	3	221	211
212	SalVentAttn	TempOccPar_3	3	222	212
213	SalVentAttn	TempOccPar_4	3	223	213
214	SalVentAttn	TempOccPar_5	3	224	214
215	SalVentAttn	PrC_1	3	225	215
216	SalVentAttn	FrOper_1	3	226	216
217	SalVentAttn	FrOper_2	3	227	217
218	SalVentAttn	FrOper_4	3	229	218
219	SalVentAttn	FrOper_5	3	230	219
220	SalVentAttn	Med_1	3	232	220
221	SalVentAttn	Med_2	3	233	221
222	SalVentAttn	Med_3	3	234	222
223	SalVentAttn	Med_4	3	235	223
224	SalVentAttn	Med_5	3	236	224
225	SalVentAttn	Med_6	3	237	225
226	Cont	Par_1	5	248	226
227	Cont	PFCl_5	5	257	227
228	Cont	PFCl_7	5	259	228
229	Cont	PFCl_8	5	260	229
230	Cont	PFCv_1	5	252	230
231	SalVentAttn	FrOper_3	3	228	231
232	Cont	PFCmp_1	5	269	232
233	Cont	PFCmp_2	5	270	233
234	Limbic	OFC_1	4	238	234
235	Limbic	OFC_2	4	239	235
236	Limbic	OFC_3	4	240	236
237	Limbic	OFC_4	4	241	237
238	Default	PFCm_2	6	286	238
239	Limbic	TempPole_1	4	242	239
240	Limbic	TempPole_2	4	243	240
241	Limbic	TempPole_3	4	244	241
242	Limbic	TempPole_4	4	245	242
243	Limbic	TempPole_5	4	246	243
244	Limbic	TempPole_6	4	247	244
245	DorsAttn	Post_2	2	203	245
246	DorsAttn	Post_4	2	205	246
247	DorsAttn	Post_5	2	206	247
248	DorsAttn	Post_8	2	209	248
249	DorsAttn	FEF_2	2	217	249
250	SalVentAttn	FrOper_6	3	231	250
251	Cont	PFCl_6	5	258	251
252	DorsAttn	PrCv_1	2	219	252
253	Cont	PFCl_9	5	261	253
254	Cont	Cing_2	5	268	254
255	Cont	Temp_1	5	251	255
256	Default	Par_5	6	275	256
257	Cont	Par_2	5	249	257
258	Cont	Par_3	5	250	258
259	Cont	PFCl_10	5	262	259
260	Cont	PFCl_11	5	263	260
261	Cont	PFCl_12	5	264	261
262	Cont	PFCl_1	5	253	262
263	Cont	PFCl_2	5	254	263
264	Cont	PFCl_3	5	255	264
265	Cont	PFCl_4	5	256	265
266	Default	PFCm_8	6	292	266
267	Cont	pCun_1	5	265	267
268	Default	PCC_6	6	300	268
269	Cont	pCun_2	5	266	269
270	Cont	Cing_1	5	267	270
271	Default	Temp_2	6	277	271
272	Default	Par_2	6	272	272
273	Default	Par_4	6	274	273
274	Default	PFCm_9	6	293	274
275	Default	PCC_3	6	297	275
276	Default	PCC_4	6	298	276
277	Default	PCC_5	6	299	277
278	Default	PFCm_1	6	285	278
279	Default	PFCm_3	6	287	279
280	Default	PFCm_4	6	288	280
281	Default	PFCm_5	6	289	281
282	Default	PFCm_6	6	290	282
283	Default	Temp_5	6	280	283
284	Default	Temp_1	6	276	284
285	Default	PFCm_7	6	291	285
286	Default	PFCm_10	6	294	286
287	Default	PFCv_1	6	282	287
288	Default	PFCv_2	6	283	288
289	Default	PFCv_3	6	284	289
290	Default	Par_3	6	273	290
291	Default	PCC_1	6	295	291
292	Default	PCC_2	6	296	292
293	Vis	2	0	152	293
294	Default	Temp_3	6	278	294
295	Default	Temp_4	6	279	295
296	SomMot	2	1	175	296
297	Default	Temp_6	6	281	297
298	SalVentAttn	TempOccPar_1	3	220	298
299	SomMot	6	1	179	299
300	Default	Par_1	6	271	300
